data_ref,index,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,mau
2015-11-01,11425,F,S,N,0,Assalariado,Médio,Casado,Casa,50,4.76986301369863,2.0,1863.75,True
2016-03-01,1600,F,N,S,0,Pensionista,Médio,Viúvo,Casa,67,,1.0,2260.57,False
2015-12-01,4727,F,N,S,0,Pensionista,Médio,Viúvo,Casa,57,,1.0,2443.22,False
2015-05-01,3889,M,S,S,0,Assalariado,Médio,Casado,Com os pais,44,8.523287671232877,2.0,20434.73,False
2016-03-01,10686,F,N,S,0,Assalariado,Médio,Casado,Casa,52,8.016438356164384,2.0,1682.07,True
2015-07-01,2496,F,S,N,0,Assalariado,Médio,Casado,Casa,28,3.621917808219178,2.0,2282.18,False
2015-10-01,8716,M,S,S,2,Empresário,Superior incompleto,Casado,Casa,41,3.4904109589041097,4.0,10646.53,False
2015-07-01,12821,F,N,S,1,Empresário,Médio,Casado,Casa,35,1.1123287671232878,3.0,9193.71,False
2015-12-01,15241,F,N,S,0,Servidor público,Superior completo,Solteiro,Casa,34,8.95890410958904,1.0,3555.71,False
2016-02-01,7088,F,S,S,0,Assalariado,Superior completo,Solteiro,Casa,26,1.6246575342465754,1.0,2113.6,False
2016-02-01,2362,F,N,S,0,Assalariado,Médio,Casado,Casa,37,15.035616438356165,2.0,12717.82,False
2015-01-01,16133,F,S,S,0,Empresário,Superior completo,Solteiro,Casa,46,24.64383561643836,1.0,40044.58,False
2015-03-01,4016,F,N,S,0,Assalariado,Superior incompleto,Casado,Casa,32,12.556164383561644,2.0,20458.68,False
2015-07-01,2445,F,N,S,2,Assalariado,Médio,Casado,Casa,38,1.5342465753424657,4.0,10971.75,False
2015-08-01,2247,F,N,S,0,Pensionista,Fundamental,Casado,Casa,63,,2.0,1672.46,True
2015-09-01,3917,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,16851.08,False
2015-11-01,8746,M,S,S,0,Empresário,Médio,Casado,Casa,40,0.6136986301369863,2.0,2507.87,False
2016-02-01,11036,F,N,S,0,Empresário,Superior completo,Separado,Casa,48,6.52054794520548,1.0,10180.92,False
2015-10-01,12180,M,S,S,0,Assalariado,Médio,Casado,Casa,56,1.9397260273972603,2.0,7729.24,True
2015-11-01,15419,M,S,N,0,Empresário,Médio,Casado,Casa,36,0.6219178082191781,2.0,1775.96,False
2015-07-01,8783,F,N,S,0,Assalariado,Médio,Casado,Casa,25,2.819178082191781,2.0,6784.49,False
2015-10-01,12789,F,N,S,1,Empresário,Médio,Solteiro,Casa,39,20.12602739726028,2.0,41855.54,False
2015-11-01,8208,F,S,S,0,Assalariado,Superior completo,Casado,Casa,27,1.3835616438356164,2.0,6157.85,False
2015-05-01,2215,F,N,S,0,Assalariado,Médio,Casado,Casa,44,15.936986301369863,2.0,46059.02,False
2015-06-01,9002,F,S,N,0,Servidor público,Médio,Casado,Casa,53,32.71232876712329,2.0,246956.91,False
2015-08-01,8725,M,S,S,1,Assalariado,Superior completo,Casado,Casa,41,10.536986301369865,3.0,20218.29,False
2016-01-01,6452,M,S,N,1,Assalariado,Médio,Casado,Casa,51,5.2465753424657535,3.0,3518.75,False
2015-09-01,8079,F,S,N,2,Assalariado,Médio,Casado,Aluguel,33,2.3013698630136985,4.0,17957.96,False
2016-01-01,13646,F,N,N,1,Assalariado,Superior completo,Casado,Casa,31,5.183561643835616,3.0,1631.63,False
2015-10-01,4948,F,N,N,1,Assalariado,Médio,Separado,Casa,45,2.7150684931506848,2.0,965.27,False
2015-04-01,4139,F,N,S,0,Pensionista,Médio,Casado,Casa,67,,2.0,3957.21,False
2016-02-01,11782,M,S,S,0,Assalariado,Médio,Casado,Casa,27,5.578082191780822,2.0,8089.52,False
2015-06-01,10709,F,N,N,1,Assalariado,Médio,Separado,Casa,44,5.602739726027397,2.0,3886.7,False
2015-01-01,9062,M,S,S,1,Assalariado,Médio,Casado,Casa,36,4.693150684931507,3.0,1323.02,True
2015-02-01,1436,F,S,S,0,Assalariado,Superior completo,Viúvo,Casa,32,4.101369863013699,1.0,952.21,False
2015-09-01,14329,F,N,S,0,Pensionista,Fundamental,Casado,Casa,53,,2.0,7636.95,False
2015-09-01,4306,M,S,S,0,Servidor público,Médio,Casado,Casa,26,7.178082191780822,2.0,9917.94,False
2015-11-01,13614,F,N,N,0,Servidor público,Médio,Separado,Casa,51,31.78904109589041,1.0,126749.88,False
2015-07-01,11774,F,N,S,1,Assalariado,Médio,Casado,Casa,36,4.578082191780822,3.0,5407.41,False
2015-07-01,316,M,N,N,0,Assalariado,Médio,Solteiro,Casa,25,4.693150684931507,1.0,10831.04,False
2016-03-01,9037,F,N,S,1,Empresário,Médio,Casado,Casa,38,1.6904109589041096,3.0,1037.15,True
2015-01-01,5074,F,S,S,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,5234.6,False
2016-02-01,2355,F,N,S,0,Assalariado,Médio,Casado,Casa,37,15.035616438356165,2.0,11125.17,False
2015-12-01,8280,F,N,S,3,Assalariado,Médio,Casado,Casa,33,8.893150684931507,5.0,2887.16,False
2015-04-01,12077,F,N,S,0,Assalariado,Médio,Solteiro,Casa,54,7.912328767123288,1.0,8316.17,False
2015-11-01,10759,F,N,N,0,Assalariado,Médio,Casado,Casa,51,30.117808219178084,2.0,102160.68,False
2015-02-01,1932,F,N,S,0,Pensionista,Médio,União,Casa,60,,2.0,6652.4,False
2015-08-01,9352,F,S,N,1,Assalariado,Superior completo,Separado,Com os pais,36,12.183561643835615,2.0,32208.4,False
2016-02-01,15317,M,S,N,2,Assalariado,Médio,Separado,Com os pais,38,4.454794520547945,3.0,695.23,True
2016-03-01,12751,M,N,S,0,Pensionista,Médio,Casado,Casa,61,,2.0,3298.89,False
2015-06-01,16321,F,N,S,0,Assalariado,Médio,Casado,Casa,54,14.550684931506847,2.0,14420.89,False
2015-10-01,1019,F,N,S,0,Assalariado,Superior completo,União,Casa,34,14.591780821917808,2.0,35043.33,False
2015-07-01,14387,M,N,S,0,Assalariado,Médio,Casado,Casa,34,7.701369863013698,2.0,20782.97,False
2015-11-01,10631,F,S,S,0,Empresário,Médio,Casado,Casa,28,2.010958904109589,2.0,2015.42,True
2015-04-01,11562,M,S,N,0,Assalariado,Superior completo,Casado,Casa,53,5.049315068493151,2.0,7008.92,False
2015-01-01,8479,F,N,S,0,Empresário,Médio,Casado,Casa,43,0.4684931506849315,2.0,1341.42,False
2015-08-01,9376,F,N,N,0,Servidor público,Médio,Separado,Casa,53,33.78630136986301,1.0,1152375.45,False
2015-05-01,16230,F,N,S,0,Empresário,Médio,Casado,Casa,46,2.5424657534246577,2.0,9330.9,False
2015-12-01,1766,F,N,S,1,Empresário,Médio,União,Casa,30,2.9753424657534246,3.0,3092.77,False
2016-03-01,8409,M,N,N,0,Assalariado,Superior completo,Solteiro,Casa,26,0.96986301369863,1.0,1201.6,False
2015-02-01,13758,M,S,N,0,Assalariado,Superior completo,Casado,Casa,49,1.9534246575342469,2.0,4145.84,False
2016-03-01,11,M,N,S,1,Empresário,Superior completo,Casado,Casa,32,5.523287671232877,3.0,2542.15,False
2015-11-01,12194,M,N,S,0,Assalariado,Superior completo,Casado,Casa,25,0.5945205479452055,2.0,4900.74,False
2015-02-01,13731,M,N,S,3,Assalariado,Médio,Casado,Casa,38,7.876712328767123,5.0,3432.58,False
2016-03-01,239,M,S,N,0,Empresário,Médio,Casado,Casa,32,3.1890410958904107,2.0,3892.37,True
2015-07-01,14718,F,N,N,0,Empresário,Médio,União,Casa,56,5.635616438356164,2.0,14129.39,False
2015-07-01,13314,M,S,S,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315069,3.0,11111.06,False
2015-05-01,11381,M,S,N,1,Servidor público,Médio,União,Casa,28,10.353424657534246,3.0,15278.43,False
2015-06-01,16105,F,S,S,1,Assalariado,Médio,União,Casa,42,0.7945205479452054,3.0,12779.91,False
2015-12-01,11720,F,N,S,2,Assalariado,Médio,Casado,Casa,34,4.158904109589041,4.0,1496.34,False
2015-11-01,4778,F,S,S,1,Empresário,Médio,Casado,Casa,37,4.608219178082192,3.0,15114.5,False
2015-07-01,12431,F,N,N,0,Assalariado,Médio,Casado,Casa,44,2.698630136986301,2.0,35501.01,True
2015-02-01,6597,F,N,S,0,Servidor público,Médio,Solteiro,Com os pais,56,1.5972602739726027,1.0,3734.05,False
2015-08-01,15225,F,S,S,0,Assalariado,Superior completo,Casado,Casa,50,4.956164383561644,2.0,13007.46,True
2015-08-01,16023,F,N,N,2,Assalariado,Médio,Casado,Casa,41,13.635616438356164,4.0,91092.58,False
2016-03-01,13696,F,N,S,2,Empresário,Superior completo,Casado,Casa,37,0.2,4.0,1460.2,False
2015-02-01,4927,F,N,N,0,Empresário,Superior completo,Casado,Casa,37,5.298630136986302,2.0,6153.18,False
2015-04-01,11330,M,S,N,0,Assalariado,Superior completo,Casado,Casa,55,10.852054794520548,2.0,25827.83,False
2015-05-01,6077,M,N,S,0,Assalariado,Médio,Casado,Casa,50,5.832876712328767,2.0,28884.47,False
2015-08-01,11686,F,N,S,1,Assalariado,Médio,Solteiro,Casa,32,7.413698630136986,2.0,14941.51,False
2015-05-01,13923,M,S,S,0,Assalariado,Superior completo,Casado,Casa,32,4.789041095890411,2.0,11813.96,False
2016-02-01,12186,F,N,N,0,Assalariado,Superior completo,Casado,Casa,31,6.038356164383561,2.0,2562.94,True
2015-12-01,12202,F,N,S,1,Assalariado,Superior completo,Solteiro,Casa,41,3.0986301369863014,2.0,2363.65,False
2015-05-01,16592,M,N,N,0,Assalariado,Médio,Viúvo,Governamental,53,0.947945205479452,1.0,6556.04,False
2015-02-01,15834,F,N,N,0,Assalariado,Médio,União,Casa,52,29.646575342465752,2.0,114258.27,False
2015-10-01,8157,F,S,S,2,Assalariado,Médio,Casado,Casa,36,6.723287671232876,4.0,12262.55,False
2016-01-01,8186,M,S,N,1,Assalariado,Médio,Casado,Com os pais,34,0.3013698630136986,3.0,2601.28,False
2016-01-01,14050,F,S,N,0,Pensionista,Superior completo,Separado,Casa,64,,1.0,1404.44,False
2015-06-01,14971,F,N,S,0,Pensionista,Médio,Casado,Casa,58,,2.0,4182.15,True
2015-06-01,13631,F,N,S,0,Assalariado,Médio,Solteiro,Casa,51,5.183561643835616,1.0,43505.1,False
2015-11-01,3764,F,N,S,0,Servidor público,Médio,Casado,Casa,45,5.602739726027397,2.0,4906.03,False
2015-03-01,12252,F,S,S,2,Assalariado,Superior incompleto,Casado,Casa,31,0.2767123287671232,4.0,1372.1,False
2016-03-01,12607,M,S,S,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,3245.83,False
2015-10-01,14563,M,S,S,0,Assalariado,Médio,Casado,Casa,51,2.5506849315068494,2.0,3910.51,False
2015-07-01,14273,F,N,N,1,Assalariado,Médio,União,Com os pais,32,10.123287671232877,3.0,9086.95,False
2015-06-01,14941,M,S,S,0,Servidor público,Superior completo,Casado,Casa,27,1.7616438356164383,2.0,21416.54,False
2016-03-01,609,M,S,S,0,Pensionista,Médio,Casado,Casa,54,,2.0,5359.85,False
2015-04-01,10567,F,N,S,2,Assalariado,Superior completo,Casado,Casa,37,8.92876712328767,4.0,8258.11,False
2015-04-01,11358,F,N,N,0,Servidor público,Médio,Casado,Casa,54,8.605479452054794,2.0,20892.38,False
2015-06-01,3134,M,S,N,1,Assalariado,Superior completo,Casado,Com os pais,31,5.383561643835616,3.0,13254.15,False
2015-01-01,3083,F,N,S,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,4656.78,False
2015-05-01,9801,F,N,S,0,Assalariado,Médio,Casado,Casa,38,2.8465753424657536,2.0,21684.56,False
2015-09-01,142,F,S,N,0,Assalariado,Médio,Casado,Casa,40,2.186301369863014,2.0,6633.49,False
2015-08-01,13744,F,N,S,0,Pensionista,Médio,Viúvo,Casa,61,,1.0,8690.5,False
2015-01-01,4022,M,N,N,2,Assalariado,Médio,Casado,Casa,26,3.632876712328767,4.0,1967.82,False
2015-09-01,8117,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,8146.08,False
2015-02-01,13080,M,S,N,0,Assalariado,Superior completo,Casado,Casa,42,1.673972602739726,2.0,1150.68,False
2015-03-01,2095,M,S,S,0,Pensionista,Médio,União,Casa,63,,2.0,2920.62,True
2015-07-01,15411,M,S,N,1,Pensionista,Médio,Casado,Casa,51,,3.0,16576.56,False
2015-03-01,13877,F,S,S,0,Servidor público,Superior completo,Casado,Casa,30,7.372602739726028,2.0,12833.7,True
2016-02-01,6025,F,N,S,1,Assalariado,Médio,Casado,Casa,37,9.808219178082192,3.0,3373.4,False
2015-07-01,6690,F,N,S,0,Assalariado,Superior completo,Casado,Casa,47,6.646575342465753,2.0,21901.8,False
2015-02-01,12760,M,N,S,1,Servidor público,Superior completo,Casado,Casa,29,6.452054794520548,3.0,3818.97,False
2015-06-01,794,F,N,S,0,Assalariado,Médio,Casado,Casa,54,0.6054794520547945,2.0,16443.39,False
2015-12-01,2221,M,N,N,0,Empresário,Médio,Casado,Casa,39,2.0876712328767124,2.0,11836.07,False
2015-06-01,2693,F,N,S,0,Empresário,Médio,Casado,Casa,46,25.153424657534245,2.0,275002.25,False
2015-04-01,4410,F,S,N,0,Empresário,Superior incompleto,Casado,Casa,47,6.4301369863013695,2.0,12510.26,False
2015-12-01,3110,F,N,S,1,Empresário,Superior completo,Casado,Casa,26,7.972602739726027,3.0,1901.44,False
2015-10-01,16175,F,S,S,0,Assalariado,Médio,Viúvo,Casa,53,7.213698630136986,1.0,4615.45,False
2016-01-01,11656,M,S,S,2,Assalariado,Superior completo,Casado,Casa,47,2.3232876712328765,4.0,3138.1,True
2016-03-01,132,F,N,N,0,Servidor público,Médio,Casado,Casa,57,23.791780821917808,2.0,14436.14,False
2015-11-01,7948,F,N,S,0,Pensionista,Médio,Solteiro,Casa,60,,1.0,4924.68,False
2016-03-01,1289,F,N,S,0,Pensionista,Superior completo,Casado,Casa,59,,2.0,4057.12,False
2015-03-01,13758,M,S,N,0,Assalariado,Superior completo,Casado,Casa,49,1.9534246575342469,2.0,5902.81,False
2015-06-01,9725,M,N,S,0,Empresário,Médio,Casado,Casa,25,2.26027397260274,2.0,16173.36,False
2015-08-01,11512,F,N,S,2,Assalariado,Médio,Casado,Casa,40,7.183561643835616,4.0,17739.35,False
2015-08-01,13853,F,N,S,1,Empresário,Médio,Casado,Casa,38,10.12054794520548,3.0,39798.1,False
2015-08-01,1266,M,S,N,1,Empresário,Superior completo,Casado,Casa,31,3.756164383561644,3.0,16941.9,False
2015-04-01,2916,F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,5658.98,True
2015-08-01,10167,F,N,S,1,Assalariado,Superior completo,Casado,Casa,34,6.383561643835616,3.0,24876.1,False
2015-10-01,15340,M,N,N,0,Empresário,Superior incompleto,Casado,Casa,30,6.372602739726028,2.0,9240.97,False
2015-05-01,10561,F,S,S,0,Pensionista,Médio,Viúvo,Casa,61,,1.0,35949.74,False
2015-11-01,2592,M,S,S,1,Assalariado,Médio,Casado,Casa,26,4.063013698630137,3.0,7537.16,False
2015-08-01,15837,F,N,S,0,Pensionista,Médio,Separado,Casa,64,,1.0,12889.31,False
2015-01-01,4383,F,N,S,0,Servidor público,Superior completo,Casado,Casa,41,10.01095890410959,2.0,5146.13,False
2015-10-01,10991,M,S,N,0,Pensionista,Médio,Casado,Casa,39,,2.0,4736.57,False
2015-10-01,1953,F,N,S,0,Pensionista,Médio,Casado,Governamental,58,,2.0,13977.36,False
2015-11-01,7685,M,S,S,0,Assalariado,Médio,Solteiro,Casa,37,4.265753424657534,1.0,3489.45,False
2015-02-01,9635,M,N,N,0,Empresário,Médio,Casado,Casa,36,3.9342465753424656,2.0,8741.25,False
2015-08-01,14221,F,N,N,0,Assalariado,Médio,Separado,Governamental,28,8.794520547945206,1.0,3933.06,False
2015-03-01,7235,F,N,S,0,Pensionista,Médio,Viúvo,Casa,66,,1.0,5307.75,False
2015-03-01,3639,F,S,N,1,Assalariado,Superior completo,Solteiro,Casa,30,3.4876712328767123,2.0,5805.27,True
2015-06-01,15329,M,S,N,0,Servidor público,Médio,Casado,Casa,31,11.712328767123289,2.0,57785.48,False
2015-07-01,559,F,S,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,23291.09,False
2016-02-01,11151,M,S,N,0,Assalariado,Superior completo,Casado,Casa,41,14.52054794520548,2.0,17098.81,False
2015-11-01,3649,F,N,N,1,Assalariado,Superior completo,Casado,Casa,33,11.493150684931509,3.0,14756.13,False
2016-01-01,13007,F,N,S,1,Assalariado,Superior completo,Casado,Casa,25,3.9232876712328766,3.0,3766.31,False
2016-01-01,15823,F,N,S,0,Empresário,Médio,União,Casa,46,9.128767123287671,2.0,4686.05,False
2015-02-01,2512,F,N,N,1,Assalariado,Médio,União,Casa,37,10.457534246575342,3.0,4805.74,False
2016-03-01,5815,F,N,S,0,Pensionista,Médio,Casado,Casa,52,,2.0,9242.68,False
2015-06-01,313,M,S,N,0,Empresário,Superior completo,Casado,Governamental,35,4.273972602739726,2.0,21195.3,False
2015-08-01,6155,F,S,S,0,Empresário,Médio,Solteiro,Casa,33,3.9178082191780814,1.0,9889.48,False
2016-03-01,16640,M,N,N,1,Assalariado,Médio,Casado,Governamental,35,6.624657534246575,3.0,6854.59,False
2015-01-01,1775,F,N,S,0,Assalariado,Médio,Casado,Casa,48,15.402739726027397,2.0,27305.9,False
2015-07-01,11412,M,S,N,1,Empresário,Superior completo,Casado,Com os pais,28,5.347945205479452,3.0,19114.45,False
2016-03-01,5003,F,N,S,0,Servidor público,Médio,União,Casa,30,1.295890410958904,2.0,1056.54,False
2015-12-01,2025,F,N,N,0,Assalariado,Médio,Casado,Casa,27,1.4246575342465753,2.0,810.01,False
2015-12-01,5685,F,N,N,0,Empresário,Superior completo,Casado,Casa,33,11.043835616438356,2.0,3330.9,False
2016-03-01,9399,F,N,N,0,Assalariado,Médio,Casado,Casa,50,3.1780821917808217,2.0,1234.04,False
2015-06-01,5331,M,S,S,2,Assalariado,Médio,União,Casa,35,13.186301369863012,4.0,44617.69,False
2015-12-01,8556,F,N,S,1,Assalariado,Superior completo,Casado,Casa,50,27.654794520547945,3.0,19495.08,False
2016-03-01,8194,F,S,S,0,Empresário,Médio,Solteiro,Casa,43,5.219178082191781,1.0,2679.76,False
2016-03-01,10776,F,N,N,0,Assalariado,Médio,Viúvo,Casa,56,15.443835616438356,1.0,4303.36,True
2015-05-01,10644,F,S,S,0,Assalariado,Superior completo,Casado,Casa,33,10.183561643835615,2.0,29664.33,False
2015-09-01,756,F,N,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,11939.67,False
2015-12-01,10289,F,N,S,0,Assalariado,Superior completo,Casado,Casa,54,0.547945205479452,2.0,721.96,False
2015-12-01,930,F,N,S,1,Assalariado,Superior completo,Casado,Casa,30,2.0876712328767124,3.0,2594.24,False
2015-12-01,3955,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,5770.36,False
2015-04-01,14114,M,S,N,0,Assalariado,Superior completo,Casado,Casa,28,8.208219178082192,2.0,13712.58,False
2016-02-01,12008,F,S,S,0,Assalariado,Médio,Viúvo,Casa,56,4.32054794520548,1.0,2640.43,False
2015-01-01,13348,F,N,N,0,Pensionista,Médio,Separado,Casa,61,,1.0,2171.57,False
2015-10-01,2648,M,N,S,0,Empresário,Superior incompleto,União,Aluguel,29,1.556164383561644,2.0,2109.28,False
2015-02-01,7433,F,S,N,1,Assalariado,Superior completo,Casado,Governamental,34,6.8,3.0,501.21,False
2015-12-01,5543,F,N,N,0,Empresário,Médio,União,Casa,51,29.473972602739725,2.0,166513.54,False
2016-02-01,3698,F,N,S,0,Assalariado,Médio,Solteiro,Casa,50,30.61917808219178,1.0,95314.35,False
2015-02-01,2391,M,S,S,0,Assalariado,Médio,Casado,Aluguel,27,4.1945205479452055,2.0,5188.69,False
2015-11-01,975,F,N,S,0,Pensionista,Médio,Casado,Casa,57,,2.0,10216.15,False
2015-12-01,1035,M,N,S,0,Empresário,Médio,Separado,Casa,51,10.008219178082191,1.0,7938.57,False
2015-03-01,7034,M,N,N,0,Assalariado,Médio,Casado,Casa,30,4.46027397260274,2.0,5466.68,False
2016-01-01,72,F,N,S,2,Servidor público,Superior completo,Casado,Casa,42,8.526027397260274,4.0,3437.7,True
2016-03-01,9771,F,N,S,0,Empresário,Superior completo,Solteiro,Casa,40,4.854794520547945,1.0,2980.91,False
2015-01-01,286,F,N,N,0,Assalariado,Médio,Casado,Casa,27,5.608219178082192,2.0,772.21,True
2015-05-01,5078,M,S,N,0,Assalariado,Médio,Solteiro,Casa,55,0.2958904109589041,1.0,11611.24,False
2015-02-01,13377,F,N,N,0,Assalariado,Médio,Casado,Casa,42,1.7671232876712328,2.0,976.14,False
2015-10-01,14331,F,N,S,1,Assalariado,Médio,Casado,Casa,46,2.6191780821917807,3.0,18619.71,False
2016-01-01,4546,M,N,S,0,Assalariado,Médio,União,Casa,41,4.178082191780822,2.0,2156.2,False
2015-08-01,10120,F,N,S,0,Assalariado,Superior completo,Casado,Casa,44,8.052054794520547,2.0,22938.43,False
2015-07-01,8404,M,S,S,2,Assalariado,Médio,Casado,Casa,41,12.895890410958904,4.0,28912.56,False
2015-03-01,13731,M,N,S,3,Assalariado,Médio,Casado,Casa,38,7.876712328767123,5.0,4887.28,True
2015-10-01,898,F,N,S,1,Assalariado,Médio,Casado,Casa,42,1.9315068493150684,3.0,7580.32,False
2015-06-01,6409,F,N,N,0,Pensionista,Médio,União,Casa,61,,2.0,4929.44,False
2015-10-01,5220,F,N,N,1,Servidor público,Superior completo,Casado,Casa,38,6.849315068493151,3.0,11706.16,False
2016-01-01,16623,F,S,N,0,Pensionista,Superior completo,Casado,Casa,54,15.126027397260271,2.0,6874.74,False
2015-04-01,6190,F,S,S,0,Empresário,Médio,Viúvo,Casa,53,8.917808219178083,1.0,24710.48,True
2015-09-01,12220,F,N,S,1,Assalariado,Médio,Casado,Casa,37,1.5123287671232877,3.0,6538.38,False
2016-01-01,12808,F,N,S,0,Empresário,Superior completo,Casado,Casa,46,3.863013698630137,2.0,888.05,True
2015-07-01,2166,M,S,S,1,Assalariado,Superior incompleto,Casado,Com os pais,35,0.926027397260274,3.0,20965.66,False
2015-08-01,4548,M,N,S,0,Assalariado,Médio,União,Casa,41,4.178082191780822,2.0,15135.78,False
2015-02-01,3214,F,S,S,0,Pensionista,Médio,Casado,Casa,65,,2.0,3773.36,False
2015-08-01,5668,M,S,N,0,Pensionista,Médio,Casado,Casa,51,,2.0,14570.61,False
2015-04-01,7811,F,S,S,0,Assalariado,Médio,Casado,Casa,46,19.9013698630137,2.0,104911.1,False
2015-11-01,2799,M,S,S,0,Assalariado,Fundamental,Separado,Casa,52,10.47945205479452,1.0,2638.53,False
2016-01-01,2265,F,N,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,2425.09,True
2015-07-01,5775,F,N,N,0,Empresário,Médio,Casado,Casa,49,11.63013698630137,2.0,40768.9,False
2016-01-01,10003,M,N,S,0,Pensionista,Superior completo,Casado,Casa,67,,2.0,10009.31,False
2015-06-01,310,M,S,N,0,Empresário,Superior completo,Casado,Governamental,35,4.273972602739726,2.0,32703.51,False
2015-10-01,8775,F,N,S,2,Assalariado,Superior completo,Casado,Casa,27,7.410958904109589,4.0,15007.85,True
2015-09-01,10868,M,N,N,0,Assalariado,Médio,União,Casa,38,0.4328767123287671,2.0,10072.12,False
2016-02-01,6762,M,S,S,3,Assalariado,Médio,Casado,Casa,36,10.04931506849315,5.0,2188.38,False
2016-02-01,15990,M,S,N,0,Assalariado,Médio,Casado,Estúdio,47,2.9616438356164383,2.0,4719.25,False
2015-12-01,12118,M,S,S,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,4273.36,False
2016-02-01,5035,F,S,S,0,Assalariado,Médio,Casado,Casa,57,6.298630136986302,2.0,2919.79,True
2015-03-01,13007,F,N,S,1,Assalariado,Superior completo,Casado,Casa,25,3.9232876712328766,3.0,7205.31,False
2015-10-01,13447,F,N,N,0,Pensionista,Médio,Viúvo,Casa,65,,1.0,9367.57,False
2015-11-01,1838,F,N,S,0,Pensionista,Médio,Casado,Casa,62,,2.0,2990.15,False
2015-02-01,1425,M,S,S,1,Assalariado,Superior completo,Viúvo,Casa,35,3.504109589041096,2.0,3151.37,False
2015-01-01,13791,M,N,S,1,Empresário,Médio,Casado,Casa,40,0.284931506849315,3.0,4631.74,False
2015-09-01,15344,F,N,N,0,Assalariado,Médio,Casado,Casa,38,5.120547945205479,2.0,4811.63,True
2016-03-01,1318,M,S,S,0,Servidor público,Médio,Casado,Casa,47,9.58904109589041,2.0,1273.17,False
2015-04-01,11574,M,S,S,1,Assalariado,Médio,Casado,Aluguel,46,3.991780821917808,3.0,20404.69,False
2015-09-01,11778,M,S,S,0,Assalariado,Médio,Casado,Casa,27,5.578082191780822,2.0,4066.56,False
2015-10-01,7225,F,S,S,0,Assalariado,Médio,Casado,Casa,28,2.4575342465753423,2.0,4512.48,False
2015-12-01,12784,F,N,S,1,Empresário,Médio,Solteiro,Casa,39,20.12602739726028,2.0,62241.08,False
2015-09-01,12133,M,S,S,0,Assalariado,Superior completo,Casado,Casa,52,29.293150684931508,2.0,201358.36,False
2015-03-01,948,F,N,S,0,Assalariado,Médio,Casado,Casa,54,10.926027397260274,2.0,6769.8,False
2015-04-01,8133,F,S,S,1,Empresário,Médio,Casado,Casa,29,4.057534246575343,3.0,12508.48,False
2015-05-01,15216,F,N,N,1,Assalariado,Médio,Casado,Casa,33,10.873972602739729,3.0,21860.6,False
2015-03-01,15917,F,N,S,0,Assalariado,Médio,Viúvo,Casa,60,0.4602739726027397,1.0,4047.2,True
2015-10-01,11833,F,N,N,1,Assalariado,Superior completo,Casado,Com os pais,28,1.5972602739726027,3.0,4567.98,False
2015-06-01,2285,F,S,S,0,Pensionista,Médio,Casado,Casa,54,,2.0,49116.7,False
2015-04-01,7817,F,S,S,0,Assalariado,Médio,Casado,Casa,46,19.9013698630137,2.0,116199.09,False
2015-02-01,8370,F,N,S,0,Assalariado,Médio,Solteiro,Casa,62,11.558904109589042,1.0,6292.24,False
2015-11-01,13529,M,N,N,0,Assalariado,Superior completo,Casado,Casa,30,2.6,2.0,3384.84,False
2016-02-01,10034,F,N,S,0,Empresário,Superior completo,Solteiro,Casa,26,0.8,1.0,423.52,False
2016-02-01,12989,F,N,S,0,Pensionista,Médio,Casado,Casa,56,,2.0,1745.71,False
2015-02-01,7730,F,S,S,1,Assalariado,Médio,União,Casa,46,3.432876712328768,3.0,3772.79,False
2016-01-01,3755,F,N,S,0,Assalariado,Superior completo,Casado,Casa,52,11.854794520547944,2.0,18582.01,False
2015-04-01,8750,F,N,S,2,Assalariado,Médio,Separado,Casa,37,8.241095890410959,3.0,10176.14,False
2015-04-01,10918,F,N,N,0,Assalariado,Médio,União,Governamental,38,3.849315068493152,2.0,14444.23,False
2015-06-01,8928,M,N,S,0,Empresário,Superior completo,Solteiro,Casa,27,5.282191780821917,1.0,33561.42,False
2015-02-01,7670,F,S,N,1,Assalariado,Superior completo,Viúvo,Casa,45,11.02191780821918,2.0,17849.55,False
2015-12-01,10915,F,S,N,0,Assalariado,Superior completo,Casado,Casa,40,10.186301369863012,2.0,2993.13,False
2015-12-01,2593,M,S,S,1,Assalariado,Médio,Casado,Casa,26,4.063013698630137,3.0,2719.53,False
2016-01-01,3871,F,N,S,0,Pensionista,Médio,Casado,Casa,55,,2.0,2184.19,False
2015-04-01,3201,F,N,S,2,Assalariado,Médio,Casado,Casa,31,10.391780821917807,4.0,16280.53,False
